,created_at,entry_id,nivel_de_agua,ultrassom,infravermelho,infravermelho2,Estado
64,2023-08-10T17:43:57-03:00,65,7.0,-1.0,0.0,0,disfuncional
65,2023-08-10T17:44:17-03:00,66,7.0,-1.0,0.0,0,disfuncional
66,2023-08-10T17:44:37-03:00,67,5.0,-1.0,0.0,0,disfuncional
67,2023-08-10T17:45:17-03:00,68,5.0,-1.0,0.0,0,disfuncional
68,2023-08-10T17:45:38-03:00,69,5.0,-1.0,0.0,0,disfuncional
69,2023-08-10T17:45:58-03:00,70,5.0,-1.0,0.0,0,disfuncional
70,2023-08-10T17:46:18-03:00,71,3.0,-1.0,0.0,0,disfuncional
71,2023-08-10T17:46:39-03:00,72,6.0,-1.0,0.0,0,disfuncional
72,2023-08-17T22:56:18-03:00,73,8.0,109.3,0.0,0,funcional
73,2023-08-17T22:56:40-03:00,74,4.0,-1.0,0.0,0,disfuncional
74,2023-08-21T20:51:09-03:00,75,2.0,-1.0,0.0,0,disfuncional
75,2023-08-21T20:51:31-03:00,76,2.0,-1.0,0.0,0,disfuncional
76,2023-08-27T05:28:08-03:00,77,8.0,-1.0,0.0,0,disfuncional
77,2023-08-27T05:28:37-03:00,78,0.0,19.29,0.0,0,problema encontrado
78,2023-08-27T05:28:58-03:00,79,2.0,-1.0,0.0,0,disfuncional
79,2023-08-27T05:29:18-03:00,80,0.0,-1.0,0.0,0,disfuncional
80,2023-08-27T05:29:38-03:00,81,3.0,-1.0,0.0,0,disfuncional
81,2023-08-27T05:29:59-03:00,82,8.0,-1.0,0.0,0,disfuncional
82,2023-08-27T05:30:19-03:00,83,8.0,-1.0,0.0,0,disfuncional
83,2023-08-27T05:30:39-03:00,84,3.0,-1.0,0.0,0,disfuncional
84,2023-08-27T05:31:00-03:00,85,4.0,-1.0,0.0,0,disfuncional
85,2023-08-27T05:33:35-03:00,86,6.0,-1.0,0.0,0,disfuncional
86,2023-08-27T05:33:55-03:00,87,1.0,180.37,0.0,0,funcional
87,2023-08-27T05:34:16-03:00,88,7.0,81.12,0.0,0,funcional
88,2023-08-27T05:34:35-03:00,89,2.0,83.59,1.0,0,problema encontrado
89,2023-08-27T05:34:55-03:00,90,4.0,35.57,0.0,0,funcional
90,2023-08-27T05:35:16-03:00,91,2.0,298.79,0.0,0,funcional
91,2023-08-28T00:52:26-03:00,92,7.0,-1.0,0.0,0,disfuncional
92,2023-08-28T00:52:47-03:00,93,5.0,-1.0,0.0,0,disfuncional
93,2023-08-28T00:53:07-03:00,94,5.0,-1.0,1.0,0,disfuncional
94,2023-08-28T00:53:27-03:00,95,8.0,-1.0,0.0,0,disfuncional
95,2023-08-28T00:53:49-03:00,96,6.0,-1.0,0.0,0,disfuncional
96,2023-08-28T00:54:09-03:00,97,7.0,-1.0,1.0,0,disfuncional
97,2023-08-28T00:54:29-03:00,98,4.0,-1.0,1.0,0,disfuncional
98,2023-08-28T00:54:49-03:00,99,4.0,-1.0,0.0,0,disfuncional
99,2023-08-28T00:55:10-03:00,100,3.0,-1.0,0.0,0,disfuncional
100,2023-08-28T00:55:30-03:00,101,6.0,-1.0,0.0,0,disfuncional
101,2023-08-28T00:55:50-03:00,102,1.0,-1.0,0.0,0,disfuncional
102,2023-08-28T00:56:11-03:00,103,6.0,-1.0,0.0,0,disfuncional
103,2023-08-28T00:56:31-03:00,104,5.0,-1.0,0.0,0,disfuncional
104,2023-08-28T00:56:51-03:00,105,5.0,-1.0,0.0,0,disfuncional
105,2023-08-28T00:57:11-03:00,106,3.0,-1.0,0.0,0,disfuncional
106,2023-08-28T00:57:32-03:00,107,4.0,-1.0,0.0,0,disfuncional
107,2023-08-28T00:57:52-03:00,108,1.0,-1.0,0.0,0,disfuncional
108,2023-08-28T00:58:13-03:00,109,3.0,-1.0,0.0,0,disfuncional
109,2023-08-28T00:58:34-03:00,110,5.0,-1.0,0.0,0,disfuncional
110,2023-08-28T01:22:52-03:00,111,4.0,86.3,0.0,0,funcional
111,2023-08-28T01:23:12-03:00,112,8.0,88.08,0.0,0,funcional
112,2023-08-28T01:23:32-03:00,113,8.0,63.11,0.0,0,funcional
113,2023-08-28T01:23:52-03:00,114,0.0,75.01,0.0,0,funcional
114,2023-08-28T01:24:13-03:00,115,3.0,19.29,0.0,0,problema encontrado
115,2023-08-28T01:24:33-03:00,116,2.0,77.26,0.0,0,funcional
116,2023-08-28T01:24:53-03:00,117,0.0,58.64,0.0,0,funcional
117,2023-08-28T01:25:13-03:00,118,5.0,42.77,0.0,0,funcional
118,2023-08-28T01:25:34-03:00,119,8.0,98.34,0.0,0,funcional
119,2023-08-28T01:25:54-03:00,120,2.0,97.98,0.0,0,funcional
120,2023-08-28T01:26:14-03:00,121,5.0,98.36,0.0,0,funcional
121,2023-08-28T01:26:35-03:00,122,7.0,89.78,1.0,0,problema encontrado
122,2023-08-28T01:26:55-03:00,123,8.0,87.62,0.0,0,funcional
123,2023-08-28T01:45:17-03:00,124,5.0,99.23,0.0,0,funcional
124,2023-08-28T01:45:38-03:00,125,8.0,76.73,0.0,0,funcional
125,2023-08-28T01:50:34-03:00,126,1.0,51.48,0.0,0,funcional
126,2023-08-28T01:50:55-03:00,127,6.0,51.45,0.0,0,funcional
127,2023-08-28T01:51:15-03:00,128,8.0,19.28,1.0,0,problema encontrado
128,2023-08-28T01:51:38-03:00,129,5.0,42.77,0.0,0,funcional
129,2023-08-28T07:37:41-03:00,130,2.0,75.56,0.0,0,funcional
130,2023-08-28T07:38:03-03:00,131,5.0,19.16,0.0,0,disfuncional
131,2023-08-28T07:38:25-03:00,132,3.0,42.63,1.0,0,problema encontrado
132,2023-08-28T07:38:46-03:00,133,5.0,42.65,0.0,0,funcional
133,2023-08-28T08:55:16-03:00,134,1.0,44.76,0.0,0,funcional
134,2023-08-28T08:55:39-03:00,135,7.0,43.9,0.0,0,funcional
135,2023-08-28T08:55:59-03:00,136,6.0,43.9,0.0,0,funcional
136,2023-08-28T08:56:21-03:00,137,6.0,43.92,0.0,0,funcional
137,2023-08-28T08:56:42-03:00,138,4.0,43.9,0.0,0,funcional
138,2023-08-28T08:57:03-03:00,139,8.0,44.85,0.0,0,funcional
139,2023-08-28T08:57:23-03:00,140,8.0,44.85,0.0,0,funcional
140,2023-08-28T08:57:44-03:00,141,7.0,44.86,0.0,0,funcional
141,2023-08-28T08:58:06-03:00,142,5.0,45.22,0.0,0,funcional
142,2023-08-28T08:58:25-03:00,143,0.0,44.86,0.0,0,funcional
143,2023-08-28T08:58:48-03:00,144,5.0,45.24,0.0,0,funcional
144,2023-08-28T08:59:08-03:00,145,4.0,44.83,0.0,0,funcional
145,2023-08-28T08:59:29-03:00,146,4.0,44.81,0.0,0,funcional
146,2023-08-28T08:59:51-03:00,147,7.0,45.21,0.0,0,funcional
147,2023-08-28T09:00:12-03:00,148,4.0,44.76,0.0,0,funcional
148,2023-08-28T09:00:32-03:00,149,5.0,44.28,0.0,0,funcional
149,2023-08-28T09:00:55-03:00,150,8.0,44.78,0.0,0,funcional
150,2023-08-28T09:01:16-03:00,151,4.0,44.78,0.0,0,funcional
151,2023-08-28T09:01:36-03:00,152,7.0,44.68,0.0,0,funcional
152,2023-08-28T09:01:57-03:00,153,1.0,44.68,0.0,0,funcional
153,2023-08-28T09:02:19-03:00,154,2.0,44.66,0.0,0,funcional
154,2023-08-28T09:02:41-03:00,155,1.0,44.66,0.0,0,funcional
155,2023-08-28T09:03:02-03:00,156,1.0,43.87,0.0,0,funcional
156,2023-08-28T09:03:23-03:00,157,3.0,44.26,0.0,0,funcional
157,2023-08-28T09:03:44-03:00,158,0.0,43.85,0.0,0,funcional
158,2023-08-28T09:04:05-03:00,159,2.0,44.26,0.0,0,funcional
159,2023-08-28T09:04:26-03:00,160,6.0,43.85,0.0,0,funcional
160,2023-08-28T09:04:48-03:00,161,3.0,43.87,0.0,0,funcional
161,2023-08-28T09:05:08-03:00,162,8.0,43.84,0.0,0,funcional
162,2023-08-28T09:05:30-03:00,163,5.0,43.49,0.0,0,funcional
163,2023-08-28T09:05:52-03:00,164,7.0,43.87,0.0,0,funcional
164,2023-08-28T09:06:13-03:00,165,6.0,43.85,0.0,0,funcional
165,2023-08-28T09:06:34-03:00,166,8.0,43.94,0.0,0,funcional
166,2023-08-28T09:06:56-03:00,167,4.0,44.26,0.0,0,funcional
167,2023-08-28T09:07:17-03:00,168,2.0,43.89,0.0,0,funcional
168,2023-08-28T09:07:38-03:00,169,4.0,43.85,0.0,0,funcional
169,2023-08-28T09:08:00-03:00,170,1.0,42.7,0.0,0,funcional
170,2023-08-28T09:08:21-03:00,171,6.0,42.69,0.0,0,funcional
171,2023-08-28T09:08:42-03:00,172,6.0,43.1,0.0,0,funcional
172,2023-08-28T09:09:04-03:00,173,4.0,43.08,0.0,0,funcional
173,2023-08-28T09:09:25-03:00,174,1.0,52.19,0.0,0,funcional
174,2023-08-28T09:09:46-03:00,175,1.0,59.6,0.0,0,funcional
175,2023-08-28T09:10:05-03:00,176,0.0,59.99,0.0,0,funcional
176,2023-08-28T11:42:42-03:00,177,6.0,54.35,0.0,0,funcional
177,2023-08-28T11:43:03-03:00,178,0.0,54.35,0.0,0,funcional
178,2023-08-28T11:43:25-03:00,179,1.0,53.92,1.0,0,problema encontrado
179,2023-08-28T11:43:46-03:00,180,1.0,53.32,0.0,0,funcional
180,2023-08-28T11:44:05-03:00,181,3.0,45.02,0.0,0,funcional
181,2023-08-28T11:44:26-03:00,182,5.0,52.89,0.0,0,funcional
182,2023-08-28T11:44:48-03:00,183,8.0,-1.0,0.0,0,disfuncional
183,2023-08-28T11:45:11-03:00,184,3.0,54.33,0.0,0,funcional
184,2023-08-28T11:45:32-03:00,185,8.0,42.72,0.0,0,funcional
185,2023-08-28T11:45:53-03:00,186,3.0,42.69,0.0,0,funcional
186,2023-08-28T11:46:14-03:00,187,7.0,42.81,0.0,0,funcional
187,2023-08-28T11:46:35-03:00,188,7.0,43.22,0.0,0,funcional
188,2023-08-28T11:46:56-03:00,189,8.0,43.2,0.0,0,funcional
189,2023-08-28T11:47:17-03:00,190,2.0,43.24,0.0,0,funcional
190,2023-08-28T11:47:38-03:00,191,2.0,43.22,0.0,0,funcional
191,2023-08-28T11:48:00-03:00,192,6.0,43.22,0.0,0,funcional
192,2023-08-28T11:48:21-03:00,193,3.0,43.24,0.0,0,funcional
193,2023-08-28T11:48:43-03:00,194,5.0,43.2,0.0,0,funcional
194,2023-08-28T11:49:04-03:00,195,0.0,43.22,0.0,0,funcional
195,2023-08-28T11:49:25-03:00,196,3.0,43.22,0.0,0,funcional
196,2023-08-28T11:49:47-03:00,197,2.0,43.22,0.0,0,funcional
197,2023-08-28T11:50:06-03:00,198,4.0,53.04,0.0,0,funcional
198,2023-08-28T11:50:27-03:00,199,1.0,43.66,0.0,0,funcional
199,2023-08-28T11:50:48-03:00,200,6.0,43.12,0.0,0,funcional
200,2023-08-28T11:51:09-03:00,201,0.0,-1.0,0.0,0,disfuncional
201,2023-08-28T11:51:29-03:00,202,1.0,44.09,0.0,0,funcional
202,2023-08-28T11:51:51-03:00,203,6.0,43.97,0.0,0,funcional
203,2023-09-01T09:40:58-03:00,204,167.0,-1.0,0.0,0,disfuncional
204,2023-09-01T09:41:23-03:00,205,83.0,-1.0,0.0,0,disfuncional
205,2023-09-01T09:41:45-03:00,206,136.0,-1.0,0.0,0,disfuncional
206,2023-09-01T09:42:08-03:00,207,41.0,175.24,0.0,0,funcional
207,2023-09-01T09:42:30-03:00,208,238.0,170.63,0.0,0,funcional
208,2023-09-01T09:42:52-03:00,209,128.0,19.21,0.0,0,problema encontrado
209,2023-09-01T09:43:19-03:00,210,123.0,21.64,0.0,0,problema encontrado
210,2023-09-01T09:43:41-03:00,211,344.0,105.87,0.0,0,funcional
211,2023-09-01T09:44:03-03:00,212,117.0,68.36,0.0,0,funcional
212,2023-09-01T09:44:26-03:00,213,185.0,86.09,0.0,0,funcional
213,2023-09-02T12:59:22-03:00,214,174.0,192.63,0.0,0,funcional
214,2023-09-02T13:00:48-03:00,215,27.0,192.92,0.0,0,funcional
215,2023-09-02T13:01:09-03:00,216,68.0,198.97,0.0,0,funcional
216,2023-09-02T13:01:38-03:00,217,331.0,199.56,0.0,0,funcional
217,2023-09-02T13:02:02-03:00,218,48.0,191.65,0.0,0,funcional
218,2023-09-02T13:02:27-03:00,219,257.0,192.42,0.0,0,funcional
219,2023-09-02T13:03:32-03:00,220,304.0,-1.0,0.0,0,disfuncional
220,2023-09-02T13:04:23-03:00,221,338.0,-1.0,0.0,0,disfuncional
221,2023-09-02T13:05:00-03:00,222,59.0,-1.0,0.0,0,disfuncional
222,2023-09-02T13:05:23-03:00,223,229.0,189.01,0.0,0,funcional
223,2023-09-02T13:05:49-03:00,224,286.0,201.02,0.0,0,funcional
224,2023-09-02T23:52:17-03:00,225,378.0,-1.0,0.0,0,disfuncional
225,2023-09-02T23:52:44-03:00,226,47.0,-1.0,0.0,0,disfuncional
226,2023-09-02T23:53:09-03:00,227,45.0,47.23,0.0,0,funcional
227,2023-09-02T23:53:30-03:00,228,363.0,45.34,0.0,0,funcional
228,2023-09-02T23:53:46-03:00,229,293.0,45.77,0.0,0,funcional
229,2023-09-02T23:54:08-03:00,230,321.0,133.41,0.0,0,funcional
230,2023-09-02T23:54:30-03:00,231,348.0,162.48,0.0,0,funcional
231,2023-09-02T23:55:06-03:00,232,102.0,19.48,0.0,0,problema encontrado
232,2023-09-02T23:55:27-03:00,233,154.0,21.95,0.0,0,problema encontrado
233,2023-09-02T23:55:48-03:00,234,164.0,19.33,0.0,0,problema encontrado
234,2023-09-02T23:56:09-03:00,235,342.0,22.78,0.0,0,problema encontrado
235,2023-09-02T23:56:29-03:00,236,351.0,22.69,0.0,0,problema encontrado
236,2023-09-02T23:56:50-03:00,237,326.0,21.04,0.0,0,problema encontrado
237,2023-09-02T23:57:10-03:00,238,107.0,19.31,0.0,0,problema encontrado
238,2023-09-02T23:57:31-03:00,239,181.0,19.19,0.0,0,disfuncional
239,2023-09-02T23:58:07-03:00,240,56.0,19.35,0.0,0,problema encontrado
240,2023-09-02T23:58:28-03:00,241,226.0,19.19,0.0,0,disfuncional
241,2023-09-02T23:59:19-03:00,242,210.0,22.3,0.0,0,problema encontrado
242,2023-09-02T23:59:40-03:00,243,143.0,21.8,0.0,0,problema encontrado
243,2023-09-03T00:00:00-03:00,244,323.0,21.85,0.0,0,problema encontrado
244,2023-09-03T00:00:21-03:00,245,383.0,19.45,0.0,0,problema encontrado
245,2023-09-03T00:00:42-03:00,246,32.0,19.59,0.0,0,problema encontrado
246,2023-09-03T00:01:02-03:00,247,237.0,19.29,0.0,0,problema encontrado
247,2023-09-03T00:01:23-03:00,248,154.0,53.53,0.0,0,funcional
248,2023-09-03T00:01:44-03:00,249,123.0,54.4,0.0,0,funcional
249,2023-09-03T00:02:05-03:00,250,43.0,42.53,0.0,0,funcional
250,2023-09-03T00:02:26-03:00,251,138.0,51.35,0.0,0,funcional
251,2023-09-03T00:02:47-03:00,252,11.0,55.33,0.0,0,funcional
252,2023-09-03T00:03:08-03:00,253,5.0,19.41,0.0,0,problema encontrado
253,2023-09-03T00:03:29-03:00,254,230.0,55.5,0.0,0,funcional
254,2023-09-03T00:03:50-03:00,255,93.0,39.82,0.0,0,funcional
255,2023-09-03T00:04:11-03:00,256,126.0,38.19,0.0,0,funcional
256,2023-09-03T00:04:32-03:00,257,118.0,31.81,0.0,0,funcional
257,2023-09-03T00:04:53-03:00,258,61.0,44.88,0.0,0,funcional
258,2023-09-03T00:05:13-03:00,259,330.0,55.62,0.0,0,funcional
259,2023-09-03T00:05:35-03:00,260,282.0,36.53,0.0,0,funcional
260,2023-09-03T00:05:55-03:00,261,45.0,55.57,0.0,0,funcional
261,2023-09-03T00:06:17-03:00,262,369.0,19.23,0.0,0,problema encontrado
262,2023-09-03T00:06:37-03:00,263,18.0,45.07,0.0,0,funcional
263,2023-09-03T00:06:58-03:00,264,365.0,19.19,0.0,0,disfuncional
264,2023-09-03T00:07:19-03:00,265,173.0,19.47,0.0,0,problema encontrado
265,2023-09-03T00:07:40-03:00,266,339.0,27.71,0.0,0,problema encontrado
266,2023-09-03T00:08:00-03:00,267,379.0,19.43,0.0,0,problema encontrado
267,2023-09-03T00:08:21-03:00,268,3.0,25.98,0.0,0,problema encontrado
268,2023-09-03T00:08:41-03:00,269,388.0,24.37,0.0,0,problema encontrado
269,2023-09-03T00:10:02-03:00,270,63.0,17.51,0.0,0,disfuncional
270,2023-09-03T00:10:19-03:00,271,78.0,17.92,0.0,0,disfuncional
271,2023-09-03T00:10:39-03:00,272,173.0,13.94,0.0,0,disfuncional
272,2023-09-03T00:11:00-03:00,273,131.0,5.35,0.0,0,disfuncional
273,2023-09-03T00:11:20-03:00,274,203.0,2.97,0.0,0,disfuncional
274,2023-09-03T00:11:41-03:00,275,154.0,2.97,0.0,0,disfuncional
275,2023-09-03T00:12:01-03:00,276,249.0,2.97,0.0,0,disfuncional
276,2023-09-03T00:12:22-03:00,277,231.0,2.97,0.0,0,disfuncional
277,2023-09-03T00:12:43-03:00,278,122.0,19.53,0.0,0,problema encontrado
278,2023-09-03T00:13:19-03:00,279,283.0,14.01,0.0,0,disfuncional
279,2023-09-03T00:13:55-03:00,280,248.0,78.8,0.0,0,funcional
280,2023-09-03T00:14:47-03:00,281,57.0,44.76,0.0,0,funcional
281,2023-09-03T00:15:08-03:00,282,137.0,45.45,0.0,0,funcional
282,2023-09-03T00:15:29-03:00,283,128.0,66.08,0.0,0,funcional
283,2023-09-03T00:16:20-03:00,284,252.0,48.41,0.0,0,funcional
284,2023-09-03T00:16:56-03:00,285,150.0,3.57,0.0,0,disfuncional
285,2023-09-03T00:17:47-03:00,286,330.0,3.91,0.0,0,disfuncional
286,2023-09-03T00:18:08-03:00,287,231.0,3.91,0.0,0,disfuncional
287,2023-09-03T00:18:28-03:00,288,330.0,3.91,0.0,0,disfuncional
288,2023-09-03T00:18:49-03:00,289,65.0,3.91,0.0,0,disfuncional
289,2023-09-03T00:19:09-03:00,290,149.0,3.91,0.0,0,disfuncional
290,2023-09-03T00:19:29-03:00,291,393.0,3.91,0.0,0,disfuncional
291,2023-09-03T00:19:50-03:00,292,375.0,3.91,0.0,0,disfuncional
292,2023-09-03T00:20:10-03:00,293,176.0,3.91,0.0,0,disfuncional
293,2023-09-03T00:20:31-03:00,294,149.0,3.91,0.0,0,disfuncional
294,2023-09-03T00:21:22-03:00,295,122.0,42.02,0.0,0,funcional
295,2023-09-03T00:21:42-03:00,296,46.0,14.85,0.0,0,disfuncional
296,2023-09-03T00:50:32-03:00,297,372.0,-1.0,0.0,0,disfuncional
297,2023-09-03T00:51:27-03:00,298,373.0,19.19,0.0,0,disfuncional
298,2023-09-03T00:52:04-03:00,299,196.0,19.47,0.0,0,problema encontrado
299,2023-09-08T18:00:48-03:00,300,3.5,19.28,0.0,0,problema encontrado
300,2023-09-08T18:11:44-03:00,301,196.0,2.0,3.0,0,disfuncional
301,2023-09-08T18:12:17-03:00,302,10.0,3.91,30.0,0,disfuncional
302,2023-09-08T18:12:42-03:00,303,1.1,2.1,3.1,0,disfuncional
303,2023-09-08T18:13:07-03:00,304,1.1,2.2,3.3,0,disfuncional
304,2023-09-08T18:13:36-03:00,305,1.1,2.2,3.3,0,disfuncional
305,2023-09-08T18:15:56-03:00,306,1.1,2.2,3.3,0,disfuncional
306,2023-09-08T18:16:15-03:00,307,1.1,2.2,3.3,0,disfuncional
307,2023-09-21T21:32:32-03:00,308,241.0,0.51,0.0,0,disfuncional
308,2023-09-21T21:32:55-03:00,309,396.0,-1.0,0.0,0,disfuncional
309,2023-09-21T21:33:20-03:00,310,203.0,0.02,0.0,0,disfuncional
310,2023-09-21T21:33:39-03:00,311,122.0,-1.0,0.0,0,disfuncional
311,2023-09-21T21:34:01-03:00,312,68.0,104.87,0.0,0,funcional
312,2023-09-21T21:34:24-03:00,313,205.0,0.05,0.0,0,disfuncional
313,2023-09-21T21:34:46-03:00,314,364.0,0.02,0.0,0,disfuncional
314,2023-09-21T21:35:08-03:00,315,46.0,-1.0,0.0,0,disfuncional
315,2023-09-21T21:35:30-03:00,316,309.0,105.13,0.0,0,funcional
316,2023-09-21T21:35:51-03:00,317,228.0,0.03,0.0,0,disfuncional
317,2023-09-21T21:36:13-03:00,318,268.0,0.1,0.0,0,disfuncional
318,2023-09-21T21:36:35-03:00,319,134.0,104.89,0.0,0,funcional
319,2023-09-21T21:36:57-03:00,320,272.0,-1.0,0.0,0,disfuncional
320,2023-09-21T21:37:19-03:00,321,256.0,-1.0,0.0,0,disfuncional
321,2023-09-21T21:37:41-03:00,322,320.0,-1.0,0.0,0,disfuncional
322,2023-09-21T21:38:03-03:00,323,279.0,104.7,0.0,0,funcional
323,2023-09-21T21:38:25-03:00,324,79.0,-1.0,0.0,0,disfuncional
324,2023-09-21T21:38:47-03:00,325,226.0,0.07,0.0,0,disfuncional
325,2023-09-21T21:39:09-03:00,326,151.0,-1.0,0.0,0,disfuncional
326,2023-09-21T21:39:32-03:00,327,157.0,0.05,0.0,0,disfuncional
327,2023-09-21T21:39:54-03:00,328,127.0,-1.0,0.0,0,disfuncional
328,2023-09-21T21:40:16-03:00,329,306.0,0.05,0.0,0,disfuncional
329,2023-09-21T21:40:38-03:00,330,176.0,0.03,0.0,0,disfuncional
330,2023-09-21T21:41:00-03:00,331,199.0,104.13,0.0,0,funcional
331,2023-09-21T21:41:23-03:00,332,70.0,0.09,0.0,0,disfuncional
332,2023-09-21T21:41:45-03:00,333,379.0,-1.0,0.0,0,disfuncional
333,2023-09-21T21:42:07-03:00,334,208.0,-1.0,0.0,0,disfuncional
334,2023-09-21T21:42:29-03:00,335,349.0,0.02,0.0,0,disfuncional
335,2023-09-21T21:42:51-03:00,336,309.0,-1.0,0.0,0,disfuncional
336,2023-09-21T21:43:13-03:00,337,265.0,-1.0,0.0,0,disfuncional
337,2023-09-21T21:43:35-03:00,338,177.0,0.14,0.0,0,disfuncional
338,2023-09-21T21:43:57-03:00,339,144.0,0.12,0.0,0,disfuncional
339,2023-09-21T21:44:18-03:00,340,70.0,0.03,0.0,0,disfuncional
340,2023-09-21T21:44:40-03:00,341,229.0,-1.0,0.0,0,disfuncional
